1 3 0
1 4 0
1 5 0
1 6 0
1 7 0
1 8 0
1 9 0
1 10 0
1 11 0
1 12 0
1 13 0
2 3 0
2 4 0
2 5 0
2 6 0
2 7 0
2 8 0
2 9 0
2 10 0
2 11 0
2 12 0
2 13 0
3 14 0
3 15 0
3 18 0
8 14 0
8 15 0
8 18 0
4 16 0
4 17 0
9 16 0
9 17 0
17 19 0
17 20 0
17 21 0
18 19 0
18 20 0
18 21 0
5 22 0
5 23 0
5 24 0
10 22 0
10 23 0
10 24 0
22 25 0
22 26 0
22 27 0
23 25 0
23 26 0
23 27 0
14 28 0
14 29 0
14 30 0
14 31 0
14 32 0
14 33 0
14 34 0
14 35 0
14 36 0
14 37 0
14 38 0
14 39 0
14 40 0
14 41 0
14 42 0
12 43 0
12 44 0
12 45 0
12 46 0
12 47 0
12 48 0
12 49 0
12 50 0
12 51 0
12 52 0
13 28 0
13 29 0
13 30 0
13 31 0
13 32 0
13 33 0
13 34 0
13 35 0
13 36 0
13 37 0
13 38 0
13 39 0
13 40 0
13 41 0
13 42 0
7 43 0
7 44 0
7 45 0
7 46 0
7 47 0
7 48 0
7 49 0
7 50 0
7 51 0
7 52 0
13 53 0
7 53 0
52 54 0
53 54 0
52 55 0
53 55 0
52 56 0
53 56 0
52 57 0
53 57 0
52 58 0
53 58 0
52 59 0
53 59 0
52 60 0
53 60 0
52 61 0
53 61 0
52 62 0
53 62 0
52 63 0
53 63 0
52 64 0
53 64 0
52 65 0
53 65 0
54 66 0
55 66 0
54 67 0
55 67 0
54 68 0
55 68 0
54 69 0
55 69 0
54 70 0
55 70 0
54 71 0
55 71 0
54 72 0
55 72 0
54 73 0
55 73 0
54 74 0
55 74 0
54 75 0
55 75 0
54 76 0
55 76 0
54 77 0
55 77 0
60 78 0
61 78 0
60 79 0
61 79 0
60 80 0
61 80 0
60 81 0
61 81 0
60 82 0
61 82 0
60 83 0
61 83 0
60 84 0
61 84 0
60 85 0
61 85 0
60 86 0
61 86 0
60 87 0
61 87 0
60 88 0
61 88 0
60 89 0
61 89 0
60 90 0
61 90 0
60 91 0
61 91 0
60 92 0
61 92 0
60 93 0
61 93 0
86 94 0
87 94 0
86 95 0
87 95 0
86 96 0
87 96 0
86 97 0
87 97 0
86 98 0
87 98 0
86 99 0
87 99 0
86 100 0
87 100 0
86 101 0
87 101 0
86 102 0
87 102 0
86 103 0
87 104 0
86 104 0
87 105 0
86 105 0
87 106 0
86 107 0
87 107 0
86 108 0
87 108 0
86 109 0
87 110 0
86 110 0
87 111 0
86 111 0
87 112 0
86 113 0
87 113 0
86 114 0
87 114 0
86 115 0
87 115 0
86 116 0
87 116 0
86 117 0
87 117 0
86 118 0
87 118 0
86 119 0
87 119 0
86 120 0
87 120 0
86 121 0
87 121 0
86 122 0
87 122 0
86 123 0
87 123 0
86 124 0
87 124 0
86 125 0
87 125 0
86 126 0
87 126 0
86 127 0
87 127 0
86 128 0
87 128 0
86 129 0
87 129 0
86 130 0
87 130 0
86 131 0
87 131 0
86 132 0
87 132 0
86 133 0
87 133 0
86 134 0
87 134 0
86 135 0
87 135 0
86 136 0
87 136 0
103 137 0
104 137 0
103 138 0
104 138 0
103 139 0
104 139 0
103 140 0
104 140 0
103 141 0
104 141 0
103 142 0
104 142 0
103 143 0
104 143 0
103 144 0
104 144 0
103 145 0
104 145 0
103 146 0
104 146 0
103 147 0
104 147 0
103 148 0
104 148 0
103 149 0
104 149 0
103 150 0
104 150 0
103 151 0
104 151 0
103 152 0
104 152 0
103 153 0
104 153 0
103 154 0
104 154 0
103 155 0
104 155 0
103 156 0
104 156 0
103 157 0
104 157 0
103 158 0
104 158 0
103 159 0
104 159 0
103 160 0
104 160 0
103 161 0
104 161 0
103 162 0
104 162 0
103 163 0
104 163 0
103 164 0
104 164 0
103 165 0
104 165 0
103 166 0
104 166 0
103 167 0
104 167 0
103 168 0
104 168 0
103 169 0
104 169 0
103 170 0
104 170 0
103 171 0
104 171 0
103 172 0
104 172 0
103 173 0
104 173 0
103 174 0
104 174 0
103 175 0
104 175 0
103 176 0
104 176 0
165 177 0
166 177 0
165 178 0
166 178 0
165 179 0
166 179 0
165 180 0
166 180 0
165 181 0
166 181 0
165 182 0
166 182 0
165 183 0
166 183 0
165 184 0
166 184 0
165 185 0
166 185 0
165 186 0
166 186 0
165 187 0
166 187 0
165 188 0
166 188 0
165 189 0
166 189 0
165 190 0
166 190 0
165 191 0
166 191 0
173 192 0
174 192 0
173 193 0
174 193 0
173 194 0
174 194 0
173 195 0
174 195 0
173 196 0
174 196 0
173 197 0
174 197 0
173 198 0
174 198 0
173 199 0
174 199 0
173 200 0
174 200 0
